Job Title,Company Name,Job Description,Location,Employment Type,Query_Value,Posted Scraped,Posted On,Updated Scraped,Updated On,Company Link,From Total Job Count
"C,C++ Developer",ProCorp Systems Inc.,"Job Title: C/C++ Developer Location : Jersey City ( Within 45 miles) Rate: $60/hr. JD In this role you can expect to have the responsibilities: Design and develop high-performance software solutions using C++ for market data systems.Collaborate with cross-functional teams to gather requirements and implement solutions.Perform code reviews, debugging, and troubleshooting to ensure software quality and stability.Optimize software performance and efficiency through continuous improvement initiative","New Jersey, USA","Contract, Third Party",Data Internship Internship,3 days ,2024-05-01 03:30:20.210158,5 hours ago ,,https://www.dice.com/company/90941033?companyname=ProCorp%20Systems%20Inc.,2
Hiring Java Integration Engineer,Infinite Computer Solutions (ICS),"Hiring Java Integration engineer for Onsite work. Interested candidates apply with your updated resume. Skill: Java Integration Engineer  Location: Berkeley Heights, NJ/Alpharetta, GA Job description: Senior Integration Engineer (REST, Java, AWS) 10+ years experience We are seeking a talented Senior Integration Engineer with expertise in REST, Java, and AWS to join our dynamic team. This role offers an exciting opportunity to work on complex integration projects, leveraging cutting-edge technolo","New Jersey, USA",Full-time,Data Internship Internship,14 days ,2024-04-20 03:30:20.211340,,,https://www.dice.com/company/10199915?companyname=Infinite%20Computer%20Solutions%20(ICS),2
